model,prompt_type,category,records_total_mean,accuracy_valid_only_mean,unknown_over_valid_ratio_mean,sdis_mean,abs_sdis_mean,accuracy_cost_bias_nonalignment_mean,biased_error_rate_nonaligned_mean,unbiased_success_rate_nonaligned_mean
llama31_8b,attribute_early,Age,54.0,0.924074074074074,0.0,0.0703703703703704,0.0703703703703704,-0.0703703703703703,0.1111111111111111,0.8888888888888887
llama31_8b,attribute_late,Age,54.0,0.8703703703703702,0.0,0.1777777777777777,0.1777777777777777,-0.1777777777777777,0.2185185185185185,0.7814814814814814
llama31_8b,baseline,Age,54.0,0.9555555555555556,0.0037037037037037,-0.0111809923130677,0.0111809923130677,0.0148148148148147,0.037037037037037,0.962962962962963
llama31_8b,chain_of_thought,Age,54.0,0.9592592592592594,0.0,-0.0148148148148148,0.0148148148148148,0.0148148148148148,0.0333333333333333,0.9666666666666666
llama31_8b,role_based,Age,54.0,0.9199107670805784,0.0055904961565338,-0.0153846153846153,0.0153846153846153,0.0222222222222222,0.0705128205128205,0.9294871794871796
llama31_8b,attribute_early,Disability_status,54.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
llama31_8b,attribute_late,Disability_status,54.0,0.9222222222222222,0.0055555555555555,0.143466107617051,0.143466107617051,-0.1481481481481481,0.1423076923076923,0.8576923076923076
llama31_8b,baseline,Disability_status,54.0,0.961111111111111,0.0351851851851851,0.044121915820029,0.044121915820029,-0.0777777777777777,0.0078461538461538,0.992153846153846
llama31_8b,chain_of_thought,Disability_status,54.0,0.9592592592592594,0.024074074074074,-0.0285265501136755,0.0285265501136755,0.0296296296296296,0.0038461538461538,0.9961538461538462
llama31_8b,role_based,Disability_status,54.0,0.938574423480084,0.0558350803633822,0.0611764705882353,0.0611764705882353,-0.1185185185185185,0.0041666666666666,0.9958333333333332
llama31_8b,attribute_early,Gender_identity,54.0,0.9407407407407408,0.0055555555555555,0.0391334730957372,0.0391334730957372,-0.0444444444444444,0.0712250712250712,0.9287749287749288
llama31_8b,attribute_late,Gender_identity,54.0,0.937037037037037,0.0222222222222222,0.0227140783744557,0.0227140783744557,-0.037037037037037,0.0461538461538461,0.9538461538461538
llama31_8b,baseline,Gender_identity,54.0,0.9203703703703704,0.0222222222222222,0.0984760522496371,0.0984760522496371,-0.0777777777777777,0.1152421652421652,0.8847578347578346
llama31_8b,chain_of_thought,Gender_identity,54.0,0.9814814814814816,0.0166666666666666,-0.0136445418354408,0.0136445418354408,0.0296296296296296,0.0037037037037037,0.9962962962962962
llama31_8b,role_based,Gender_identity,54.0,0.925925925925926,0.0462962962962962,0.0676829986308343,0.0676829986308343,-0.074074074074074,0.0584971509971509,0.941502849002849
llama31_8b,attribute_early,Nationality,54.0,0.9907407407407408,0.0092592592592592,-0.0094339622641509,0.0094339622641509,0.0185185185185185,0.0,1.0
llama31_8b,attribute_late,Nationality,54.0,0.9481481481481484,0.0185185185185185,-0.0037735849056603,0.0037735849056603,0.0222222222222221,0.0407407407407407,0.9592592592592594
llama31_8b,baseline,Nationality,54.0,0.987037037037037,0.0129629629629629,-0.0132075471698113,0.0132075471698113,0.0259259259259259,0.0,1.0
llama31_8b,chain_of_thought,Nationality,54.0,0.9611111111111112,0.0074074074074074,-0.070859538784067,0.070859538784067,0.0777777777777777,0.0,1.0
llama31_8b,role_based,Nationality,54.0,0.9703004891684136,0.0278476589797344,-0.0307734995304362,0.0307734995304362,0.0555555555555555,0.0,1.0
llama31_8b,attribute_early,Physical_appearance,54.0,0.8629629629629629,0.0611111111111111,0.0296470588235293,0.0296470588235293,-0.0518518518518518,0.0849999999999999,0.915
llama31_8b,attribute_late,Physical_appearance,54.0,0.7388888888888887,0.1555555555555555,0.1624298489053345,0.1624298489053345,-0.1592592592592592,0.1982213438735177,0.8017786561264822
llama31_8b,baseline,Physical_appearance,54.0,0.825925925925926,0.0833333333333333,-0.0465340136054421,0.0465340136054421,0.0518518518518518,0.0799999999999999,0.9200000000000002
llama31_8b,chain_of_thought,Physical_appearance,54.0,0.8629629629629629,0.0851851851851851,0.0162464985994397,0.0162464985994397,-0.0444444444444444,0.0501811594202898,0.9498188405797104
llama31_8b,role_based,Physical_appearance,54.0,0.787037037037037,0.1037037037037037,0.0039965986394557,0.0039965986394557,-0.0111111111111111,0.1208768115942029,0.8791231884057972
llama31_8b,attribute_early,Race_ethnicity,54.0,0.9796296296296296,0.0037037037037037,-0.0296995108315863,0.0296995108315863,0.0333333333333333,0.0037037037037037,0.9962962962962962
llama31_8b,attribute_late,Race_ethnicity,54.0,0.962962962962963,0.0185185185185185,-0.0566037735849056,0.0566037735849056,0.074074074074074,0.0,1.0
llama31_8b,baseline,Race_ethnicity,54.0,0.9796296296296296,0.0,-0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0037037037037037,0.9962962962962962
llama31_8b,chain_of_thought,Race_ethnicity,54.0,0.962962962962963,0.0185185185185185,-0.0188679245283018,0.0188679245283018,0.0,0.0,1.0
llama31_8b,role_based,Race_ethnicity,54.0,0.9796296296296296,0.0,-0.0333333333333333,0.0333333333333333,0.0333333333333333,0.0037037037037037,0.9962962962962963
llama31_8b,attribute_early,Race_x_SES,54.0,0.912962962962963,0.0055555555555555,-0.0204751921733053,0.0204751921733053,0.0259259259259259,0.074074074074074,0.925925925925926
llama31_8b,attribute_late,Race_x_SES,54.0,0.8814814814814815,0.0388888888888888,-0.0442684766214177,0.0442684766214177,0.0814814814814814,0.0777777777777777,0.9222222222222222
llama31_8b,baseline,Race_x_SES,54.0,0.937037037037037,0.0148148148148148,-0.1127882599580712,0.1127882599580712,0.1259259259259259,0.0,1.0
llama31_8b,chain_of_thought,Race_x_SES,54.0,0.9462962962962964,0.0037037037037037,-0.1041229909154437,0.1041229909154437,0.1074074074074074,0.0,1.0
llama31_8b,role_based,Race_x_SES,54.0,0.9185185185185184,0.0314814814814814,-0.1085848202851532,0.1085848202851532,0.1185185185185185,0.0037037037037037,0.9962962962962962
llama31_8b,attribute_early,Race_x_gender,54.0,0.861111111111111,0.0,-0.0851851851851852,0.0851851851851852,0.0851851851851852,0.0962962962962963,0.9037037037037038
llama31_8b,attribute_late,Race_x_gender,54.0,0.888888888888889,0.0,0.0,0.0,0.0,0.1111111111111111,0.888888888888889
llama31_8b,baseline,Race_x_gender,54.0,0.8333333333333333,0.0,-0.037037037037037,0.037037037037037,0.037037037037037,0.1481481481481481,0.8518518518518519
llama31_8b,chain_of_thought,Race_x_gender,54.0,0.8666666666666668,0.0074074074074074,0.007477288609364,0.007477288609364,-0.0148148148148147,0.1276353276353276,0.8723646723646723
llama31_8b,role_based,Race_x_gender,54.0,0.8224197710046764,0.0,-0.0763828414771811,0.0763828414771811,0.074074074074074,0.1387464387464387,0.8612535612535612
llama31_8b,attribute_early,Religion,54.0,0.8111111111111111,0.037037037037037,0.1384615384615384,0.1384615384615384,-0.1333333333333333,0.2269230769230769,0.7730769230769232
llama31_8b,attribute_late,Religion,54.0,0.6444444444444445,0.1574074074074073,0.0855072463768115,0.0855072463768115,-0.1407407407407407,0.2583333333333333,0.7416666666666667
llama31_8b,baseline,Religion,54.0,0.7537037037037038,0.0907407407407407,0.1690612244897958,0.1690612244897958,-0.1740740740740741,0.25,0.75
llama31_8b,chain_of_thought,Religion,54.0,0.8574074074074074,0.0203703703703703,0.1039187227866473,0.1039187227866473,-0.1222222222222222,0.1696923076923076,0.8303076923076924
llama31_8b,role_based,Religion,54.0,0.7420684835779177,0.1539832285115304,0.1097697238007136,0.1097697238007136,-0.1259259259259259,0.1638389451890596,0.8361610548109404
llama31_8b,attribute_early,SES,54.0,0.974074074074074,0.0,0.037037037037037,0.037037037037037,-0.037037037037037,0.0444444444444444,0.9555555555555556
llama31_8b,attribute_late,SES,54.0,0.962962962962963,0.0,0.0740740740740741,0.0740740740740741,-0.074074074074074,0.074074074074074,0.925925925925926
llama31_8b,baseline,SES,54.0,0.9703703703703704,0.0,0.0148148148148147,0.0148148148148147,-0.0148148148148148,0.037037037037037,0.962962962962963
